epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
347,855.186,0.04178,0.72,1,1.45288,0.0082873,0.0082873,0.0082873
348,858.705,0.22923,0.73,1,1.27832,0.00828235,0.00828235,0.00828235
349,862.246,0.04122,0.71,1,1.34033,0.0082774,0.0082774,0.0082774
350,865.74,0.03121,0.7,1,1.53369,0.00827245,0.00827245,0.00827245
351,869.305,0.09263,0.73,1,1.41602,0.0082675,0.0082675,0.0082675
352,872.824,0.06725,0.74,1,1.42236,0.00826255,0.00826255,0.00826255
353,876.389,0.03365,0.73,1,1.26318,0.0082576,0.0082576,0.0082576
354,879.857,0.07472,0.71,1,1.37158,0.00825265,0.00825265,0.00825265
355,883.427,0.06766,0.69,1,1.48193,0.0082477,0.0082477,0.0082477
356,886.938,0.07512,0.63,1,1.67285,0.00824275,0.00824275,0.00824275
357,890.466,0.03087,0.63,1,1.55908,0.0082378,0.0082378,0.0082378
358,893.971,0.0357,0.64,1,1.42432,0.00823285,0.00823285,0.00823285
359,897.448,0.02729,0.62,1,1.60059,0.0082279,0.0082279,0.0082279
360,900.979,0.01645,0.58,1,1.8042,0.00822295,0.00822295,0.00822295
361,904.499,0.09275,0.6,1,1.73242,0.008218,0.008218,0.008218
362,908.069,0.03668,0.63,1,1.72461,0.00821305,0.00821305,0.00821305
363,911.665,0.05657,0.73,1,1.6665,0.0082081,0.0082081,0.0082081
364,915.244,0.04412,0.73,1,1.5498,0.00820315,0.00820315,0.00820315
365,918.759,0.02255,0.74,1,1.43457,0.0081982,0.0081982,0.0081982
366,922.324,0.09276,0.74,1,1.57178,0.00819325,0.00819325,0.00819325
367,925.825,0.0246,0.75,1,1.54688,0.0081883,0.0081883,0.0081883
368,929.357,0.05093,0.66,1,2.04248,0.00818335,0.00818335,0.00818335
369,932.86,0.0752,0.65,1,2.4082,0.0081784,0.0081784,0.0081784
